created_at,favorite_count,favorited,geo,hashtags,posicion,retweet_count,retweeted,source,text,user_location,user_name
Wed Dec 12 21:50:39 +0000 2018,0,False,,['NoAlAborto'],no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@cambiemos @mauriciomacri Bases sólidas? Enseñándoles a matar a los propios hijos? #NoAlAborto… https://t.co/tYPlqJHvu6,Argentina,Beth💙🇦🇷
Wed Dec 12 21:43:38 +0000 2018,0,False,,"['LajeConFeinmann', 'NoAlProtocoloDeLaMuerte']",no,9,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @marthanmartha: #LajeConFeinmann 
Hay q verlo. Es uno de los q puede aclarar las dudas si no saben el xq de
#NoAlProtocoloDeLaMuerte 
#C…",República Argentina,Cecilia Parera
Wed Dec 12 21:40:19 +0000 2018,0,False,,[],no,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",@AgustinLaje @Cesar96521007 @infobae Macri siendo liberal aplicó la ESI 2006 y además con ideología de género. O se… https://t.co/o3Z4W69yYJ,bs as,Armando_lbdo  🇦🇷💙
Wed Dec 12 21:40:03 +0000 2018,59,False,,[],no,35,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nuestra Solidaridad con TODAS las mujeres q de una u otra forma alguna vez fueron violentadas. NoEsNo
La palabra NO… https://t.co/qwi4TTG8rc", Argentina,#ArgentinaEsProvida 💙
Wed Dec 12 21:39:05 +0000 2018,0,False,,['NoalAborto'],no,0,False,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",#NoalAborto 😔 https://t.co/nUI2E7wItU,Padre Hurtado ,Paz González Zúñiga
Wed Dec 12 21:39:01 +0000 2018,0,False,,['noalaborto'],no,6,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Andreac14956287: Vivimos en un país de mierda #noalaborto 💙💙 https://t.co/Ip7mCM2p5s,Argentina,Maria Marta Laguna
Wed Dec 12 21:38:35 +0000 2018,0,False,,"['NOALABORTO', 'NOALAVIOLENCIADEGENERO']",no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Igual estaría bueno que dejen de mezclar el pañuelito verde con esto porque son cosas distintas #NOALABORTO #NOALAVIOLENCIADEGENERO,,Sol
Wed Dec 12 21:37:04 +0000 2018,1,False,,"['inocentedeconcordia', 'NoAlProtocoloDeLaMuerte', 'SiALaVida', 'NoAlAborto', 'ProtocoloDeLaMuerte']",no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#inocentedeconcordia #NoAlProtocoloDeLaMuerte 
#SiALaVida #NoAlAborto #ProtocoloDeLaMuerte https://t.co/XNMW3bMew4",,Paula Vic
Wed Dec 12 21:36:56 +0000 2018,0,False,,"['LajeConFeinmann', 'NoAlProtocoloDeLaMuerte']",no,9,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @marthanmartha: #LajeConFeinmann 
Hay q verlo. Es uno de los q puede aclarar las dudas si no saben el xq de
#NoAlProtocoloDeLaMuerte 
#C…","Córdoba, Argentina",Alicia 💙
Wed Dec 12 21:33:28 +0000 2018,0,False,,"['LajeConFeinmann', 'NoAlProtocoloDeLaMuerte']",no,5,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @marthanmartha: #LajeConFeinmann 
Hoy 20 hs. Para informarse. Para q no engañen. Para comprender xq decimos
#NoAlProtocoloDeLaMuerte 
#N…",,Silvia Lilia Almada
Wed Dec 12 21:33:25 +0000 2018,0,False,,"['LajeConFeinmann', 'NoAlProtocoloDeLaMuerte']",no,9,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @marthanmartha: #LajeConFeinmann 
Hay q verlo. Es uno de los q puede aclarar las dudas si no saben el xq de
#NoAlProtocoloDeLaMuerte 
#C…",,Silvia Lilia Almada
Wed Dec 12 21:32:26 +0000 2018,0,False,,[],no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@MxlaVidaoficial @unidadprovida @FederalVida @ObsDeVidaTuc @HospitalesArg @HayViolencia @SaludPub @giselabarreto7… https://t.co/e1NyRpq47R,,Paula Vic
Wed Dec 12 21:31:07 +0000 2018,0,False,,['Argentina'],no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Y por la beba asesinada no hay respeto @mauriciomacri QUÉ TE PASA!!! Sabías que sos el presidente de #Argentina? O… https://t.co/ZQpTBSIK6V,En el lugar y tiempo correctos,Octubre Solari
Wed Dec 12 21:27:17 +0000 2018,1,False,,[],no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@yosoykiwi Entonces SI estas de acuerdo con MATAR a un inocente?. Ok. Yo no.
Podría darlo en adopción, aunque la ma… https://t.co/TpRqPXkU2X",Ecuador.,Viviαn♪
Wed Dec 12 21:20:17 +0000 2018,0,False,,"['metoo', 'MiraComoNosPonemos', 'NoAlProtocoloDeLaMuerte', 'NoAlAborto']",no,105,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @lucolombres1: #metoo #MiraComoNosPonemos #NoAlProtocoloDeLaMuerte #NoAlAborto Por fin coincidimos en que el abuso de poder sobre alguie…,,Terola Merula
Wed Dec 12 21:18:30 +0000 2018,5,False,,"['ConLosChicosNo', 'NoAlAborto', 'MM2019']",no,2,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@soythelmafardin #ConLosChicosNo #NoAlAborto #MM2019 🇦🇷🇦🇷🇦🇷,,Lina
Wed Dec 12 21:15:11 +0000 2018,0,False,,"['metoo', 'MiraComoNosPonemos', 'NoAlProtocoloDeLaMuerte', 'NoAlAborto']",no,105,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @lucolombres1: #metoo #MiraComoNosPonemos #NoAlProtocoloDeLaMuerte #NoAlAborto Por fin coincidimos en que el abuso de poder sobre alguie…,,Viviana B Vega
Wed Dec 12 21:13:49 +0000 2018,0,False,,[],no,89,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @BalleriniVIDA: Los grupos que quieren destruir la familia y legalizar la muerte de los hijos reclamando aborto no cesan, por eso, convo…",,sabrina
Wed Dec 12 21:12:39 +0000 2018,0,False,,"['NoAlAborto', 'SalvemosLasDosVidas']",no,43,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @sergiocatamarca: El 8 de agosto fue claro el mensaje. #NoAlAborto #SalvemosLasDosVidas ahora los gobernantes ponen en práctica un proto…,México,@agenda2018 💙
Wed Dec 12 21:11:20 +0000 2018,0,False,,"['metoo', 'MiraComoNosPonemos', 'NoAlProtocoloDeLaMuerte', 'NoAlAborto']",no,105,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @lucolombres1: #metoo #MiraComoNosPonemos #NoAlProtocoloDeLaMuerte #NoAlAborto Por fin coincidimos en que el abuso de poder sobre alguie…,,ReneGuer16
Wed Dec 12 21:05:48 +0000 2018,1,False,,[],no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Inconcebible, inaceptable es ver a médicos decir como latía el corazón del bb mientras esperaban su muerte!… https://t.co/P3iiRw7L3s",Isla Del Cerrito | Chaco,Patricio OConnor ✌
Wed Dec 12 21:04:46 +0000 2018,0,False,,"['LajeConFeinmann', 'NoAlProtocoloDeLaMuerte']",no,9,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @marthanmartha: #LajeConFeinmann 
Hay q verlo. Es uno de los q puede aclarar las dudas si no saben el xq de
#NoAlProtocoloDeLaMuerte 
#C…",,Paz y Bien
Wed Dec 12 21:04:26 +0000 2018,6,False,,['LajeConFeinmann'],no,9,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","#LajeConFeinmann 
Hay q verlo. Es uno de los q puede aclarar las dudas si no saben el xq de… https://t.co/CNx2gZhtwN",,Paz y Bien
Wed Dec 12 21:00:35 +0000 2018,0,False,,"['LajeConFeinmann', 'NoAlProtocoloDeLaMuerte']",no,5,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @marthanmartha: #LajeConFeinmann 
Hoy 20 hs. Para informarse. Para q no engañen. Para comprender xq decimos
#NoAlProtocoloDeLaMuerte 
#N…",,Paz y Bien
Wed Dec 12 21:00:12 +0000 2018,3,False,,['LajeConFeinmann'],no,5,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","#LajeConFeinmann 
Hoy 20 hs. Para informarse. Para q no engañen. Para comprender xq decimos… https://t.co/h2xdVNcaaC",,Paz y Bien
Wed Dec 12 20:55:14 +0000 2018,6,False,,[],no,2,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@mauriciomacri El compromiso debería ser para erradicar todo tipo de violencia. Eso incluye a los bebes no nacidos,… https://t.co/3wXfZgBuBL",C.A.Buenos Aires  - Argentina,💙 Elizabeth 🐾
Wed Dec 12 20:53:58 +0000 2018,0,False,,[],no,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",@DiputadosAR. @SenadoArgentina. @GabrielaMichetti @german_garavano Queremos respeto por el trabajo sobre aborto en… https://t.co/PFMt0fRwYX,,Noemi Rebollo
Wed Dec 12 20:51:41 +0000 2018,1,False,,"['facua', 'gentuza', 'NoAlAborto']",no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@RubenSanchezTW eres un mal bicho... Además de no tener ni puta gracia, por cierto. #facua #gentuza #NoAlAborto",Madrid,Santiago Reigada
Wed Dec 12 20:51:31 +0000 2018,0,False,,"['metoo', 'MiraComoNosPonemos', 'NoAlProtocoloDeLaMuerte', 'NoAlAborto']",no,105,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @lucolombres1: #metoo #MiraComoNosPonemos #NoAlProtocoloDeLaMuerte #NoAlAborto Por fin coincidimos en que el abuso de poder sobre alguie…,San Miguel de Tucumán,José
Wed Dec 12 20:49:47 +0000 2018,1,False,,"['NoAlAborto', 'ProVida']",no,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","La natalidad más baja desde el 41. No me extraña si faltan 93.131 bebés.
#NoAlAborto #ProVida 
https://t.co/KE2TrsiWyJ",,Mi menda
Wed Dec 12 20:44:51 +0000 2018,0,False,,[],no,10,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @VCartama: El día que explicaron la fecundación en el colegio, @RubenSanchezTW estuvo de piarda. De donde no hay no se puede sacar. Ánim…","Clinton, MA",Yariel Omar 🇪🇸
Wed Dec 12 20:43:34 +0000 2018,0,False,,[],no,89,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BalleriniVIDA: Los grupos que quieren destruir la familia y legalizar la muerte de los hijos reclamando aborto no cesan, por eso, convo…",,Lujandavid
Wed Dec 12 20:43:15 +0000 2018,0,False,,['DDHH'],no,529,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BalleriniVIDA: Acá comienzan los #DDHH de todos los humanos, nacidos y concebidos por nacer. La vida es el primer Derecho que un Estado…",,Lujandavid
Wed Dec 12 20:34:06 +0000 2018,0,False,,"['PorTodas', 'MiraComoNosPonemos', 'NoAlProtocoloDeLaMuerte', 'NoalAborto']",no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#PorTodas #MiraComoNosPonemos #NoAlProtocoloDeLaMuerte #NoalAborto https://t.co/obE4O0vxy2,,Graciela Silva
Wed Dec 12 20:33:53 +0000 2018,3,False,,"['NoEsNo', 'NoNosCallamosMas', '8A', 'NoAlAborto', 'NoAlProtocoloDeLaMuerte']",no,2,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@noelia2882 #NoEsNo #NoNosCallamosMas El #8A Argentina dijo #NoAlAborto y nosotros decimos #NoAlProtocoloDeLaMuerte,Argentina,Anabel S.💙
Wed Dec 12 20:33:09 +0000 2018,0,False,,"['NoalAborto', 'AbortoPorViolacion']",no,4,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @_naiviV_: No defiendo a los violadores, tampoco a los asesinos.
#NoalAborto #AbortoPorViolacion","Loja, Ecuador",Daniela Romero🐷
Wed Dec 12 20:31:15 +0000 2018,0,False,,[],no,89,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BalleriniVIDA: Los grupos que quieren destruir la familia y legalizar la muerte de los hijos reclamando aborto no cesan, por eso, convo…",,ViviRamoSeco
Wed Dec 12 20:30:57 +0000 2018,0,False,,"['Mexico', 'Brasil']",no,253,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @JuaniDom58: Excelente estrategia del director de  marketing de @LevisMX Arcadio Jaramillo .@Jarasimg, se lució, #Mexico, #Brasil y #Lat…",,Fric-à-gogo
Wed Dec 12 20:28:43 +0000 2018,0,False,,[],no,247,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @AnaMary0_o: Como feministas debemos deben colaborar para empoderar a la mujer, hacerla entrona para que enfrente el embarazo apoyemos a…",,Fric-à-gogo
Wed Dec 12 20:27:31 +0000 2018,0,False,,[],no,255,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @Info_Aborto: .@ManceraMiguelMX ¡Mujer te han mentido! Un aborto nunca será seguro, los médicos afirman que una intervención médica por…",,Fric-à-gogo
Wed Dec 12 20:25:59 +0000 2018,0,False,,[],no,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@paulitagran De todos menos del derecho a la vida del no nacido. Sin la protección a ese derecho FUNDAMENTAL todos… https://t.co/TmKTo99dSh,Guayaquil,Rich
Wed Dec 12 20:24:22 +0000 2018,0,False,,[],no,302,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @Info_Aborto: .@genarolozano Está comprobado científicamente que la vida humana inicia desde la concepción, luchemos por los que no tien…",,Fric-à-gogo
Wed Dec 12 20:24:06 +0000 2018,0,False,,"['Aborto', 'SalvemosLas2Vidas', 'NoAlAborto']",no,274,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @brenda0_oS: Alza tu voz en contra del #Aborto Registrate en https://t.co/vM49Z6mTdR #SalvemosLas2Vidas #NoAlAborto,,Fric-à-gogo
Wed Dec 12 20:23:10 +0000 2018,1,False,"{'coordinates': [-42.9151647, -71.3208339], 'type': 'Point'}","['SaquenProtocoloILE', 'NoAlAborto']",no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@estephan2000 @AnaValoy @BalleriniVIDA @#SaquenProtocoloILE #NoAlAborto,,Noemi Rebollo
Wed Dec 12 20:19:33 +0000 2018,1,False,,[],no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",La violación es tan grave como matar a un niño por nacer. Yo digo NO a la utilización de un crimen para fomentar ot… https://t.co/p0Eg2LZej2,Rio TERCERO (cba.),Srta. SIL ♔
Wed Dec 12 20:19:25 +0000 2018,0,False,,[],no,89,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BalleriniVIDA: Los grupos que quieren destruir la familia y legalizar la muerte de los hijos reclamando aborto no cesan, por eso, convo…",,branimir vladusic
Wed Dec 12 20:19:20 +0000 2018,0,False,,[],no,24,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @almenjenn: - Ella merece ser amada
- Ella merece ser deseada
- Ella merece estar viva

Ella y todos los niños por nacer merecen y tiene…",,🌊💙El Gato Con Terrible Bota.
Wed Dec 12 20:18:09 +0000 2018,0,False,,[],no,302,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @Info_Aborto: .@genarolozano Está comprobado científicamente que la vida humana inicia desde la concepción, luchemos por los que no tien…",,Tomáš Trča
Wed Dec 12 20:17:56 +0000 2018,0,False,,['DDHH'],no,529,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BalleriniVIDA: Acá comienzan los #DDHH de todos los humanos, nacidos y concebidos por nacer. La vida es el primer Derecho que un Estado…",Buenos Aires,💙 #EsiSinIdeologiaDeGenero 💙
Wed Dec 12 20:15:45 +0000 2018,0,False,,[],no,255,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @Info_Aborto: .@ManceraMiguelMX ¡Mujer te han mentido! Un aborto nunca será seguro, los médicos afirman que una intervención médica por…",,Tomáš Trča
Wed Dec 12 20:15:02 +0000 2018,0,False,,['OlaCeleste'],no,282,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @Info_Aborto: La #OlaCeleste es una Manifestación Pacífica y no vamos a caer en provocaciones del “pañuelo Verde” Queremos evitar que Mé…,,Fric-à-gogo
Wed Dec 12 20:14:38 +0000 2018,0,False,,"['Mexico', 'Brasil']",no,253,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @JuaniDom58: Excelente estrategia del director de  marketing de @LevisMX Arcadio Jaramillo .@Jarasimg, se lució, #Mexico, #Brasil y #Lat…",,Tomáš Trča
Wed Dec 12 20:10:39 +0000 2018,0,False,,[],no,10,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @VCartama: El día que explicaron la fecundación en el colegio, @RubenSanchezTW estuvo de piarda. De donde no hay no se puede sacar. Ánim…",,Juan Viruel
Wed Dec 12 20:04:49 +0000 2018,0,False,,"['FirmesYDignos', 'NoAlAborto', 'SiAlaVida']",no,7,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Rcontreras24: #FirmesYDignos #NoAlAborto #SiAlaVida @MPUSD_SV @MecheLarrave @MedicoForo https://t.co/1wl4XX29go,,Raul Pineda
Wed Dec 12 20:04:46 +0000 2018,0,False,,[],no,10,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @VCartama: El día que explicaron la fecundación en el colegio, @RubenSanchezTW estuvo de piarda. De donde no hay no se puede sacar. Ánim…",,Los valores primero
Wed Dec 12 20:04:22 +0000 2018,0,False,,['NoAlProtocoloDeLaMuerte'],no,8,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @mdpguillermo: #NoAlProtocoloDeLaMuerte este protocolo disfraza de legal una inmoralidad. Derogacion inmediata del protocolo de la muert…,,clara sanz
Wed Dec 12 20:03:50 +0000 2018,0,False,,"['DobleMoral', 'NoAlProtocoloDeLaMuerte', 'NoAlAborto']",no,6,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @lore7718: Duele leer estos carteles 😫 y el derecho de la bebé? #DobleMoral #NoAlProtocoloDeLaMuerte #NoAlAborto https://t.co/FCmBrnhzBT,,clara sanz
Wed Dec 12 20:03:03 +0000 2018,0,False,,"['NoalAborto', 'AbortoPorViolacion']",no,4,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @_naiviV_: No defiendo a los violadores, tampoco a los asesinos.
#NoalAborto #AbortoPorViolacion",Ecuador,Estefania J Maurad M
Wed Dec 12 20:02:03 +0000 2018,0,False,,[],no,89,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BalleriniVIDA: Los grupos que quieren destruir la familia y legalizar la muerte de los hijos reclamando aborto no cesan, por eso, convo…","Chaco, Argentina",Rojas Aldana 🐾
Wed Dec 12 19:51:46 +0000 2018,0,False,,"['NoalAborto', 'AbortoPorViolacion']",no,4,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @_naiviV_: No defiendo a los violadores, tampoco a los asesinos.
#NoalAborto #AbortoPorViolacion",,Patricia Bermeo
Wed Dec 12 19:50:54 +0000 2018,0,False,,[],no,24,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @almenjenn: - Ella merece ser amada
- Ella merece ser deseada
- Ella merece estar viva

Ella y todos los niños por nacer merecen y tiene…",Argentina,Mila 💙
Wed Dec 12 19:50:09 +0000 2018,0,False,,"['NoAlProtocoloDeLaMuerte', 'NoAlAborto']",no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CONCORDIA, ENTRE RIOS.

Realidades que NO quieren mostrar.

#NoAlProtocoloDeLaMuerte

#NoAlAborto

¡Cuidado con los… https://t.co/3PezLeVX1v","Buenos Aires, Argentina",Graciela Paske
Wed Dec 12 19:47:45 +0000 2018,0,False,,[],no,89,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BalleriniVIDA: Los grupos que quieren destruir la familia y legalizar la muerte de los hijos reclamando aborto no cesan, por eso, convo…","Buenos Aires, Argentina",Alex Certezy
Wed Dec 12 19:46:55 +0000 2018,0,False,,[],no,89,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BalleriniVIDA: Los grupos que quieren destruir la familia y legalizar la muerte de los hijos reclamando aborto no cesan, por eso, convo…",Panamá,Luz Graciela
Wed Dec 12 19:44:00 +0000 2018,0,False,,['NoAlAborto'],no,60,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ilfederenk: porque amamos la Vida.
porque amamos nuestras Familias.
porque amamos la Nación.

decimos #NoAlAborto
decimos #ConMisHijosN…",,graciela❤
Wed Dec 12 19:40:57 +0000 2018,0,False,,['NoAlAborto'],no,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","@DEFENSORIAEC Y entre ellos 'el derecho a la vida', por eso #NoAlAborto 
. No nos dejemos llevar por el dramatismo… https://t.co/nx857FTKPA",Aquí y allá ,Suburban Human
Wed Dec 12 19:25:34 +0000 2018,0,False,,"['ClubDelPañueloVerde', 'Nicaragua', 'MeToo', 'MeTooArgentina']",no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sabrán esto las del #ClubDelPañueloVerde ? Van a ir a marchar a #Nicaragua ? #MeToo #MeTooArgentina… https://t.co/SWZ2xvlRGC,Buenos Aires,LatinRisk Argentina
Wed Dec 12 19:23:57 +0000 2018,31,False,,[],no,15,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Los hechos demuestran que la 'igualdad de género' es solo un capítulo más de un relato ( ficticio, obvio).
Pero la… https://t.co/GWSSHW8DDU",,C@rSu
Wed Dec 12 19:23:01 +0000 2018,0,False,,[],no,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Solo para recordarles...

@mauriciomacri @mariuvidal @horaciorlarreta @marquitospena @CaroStanley @RubinsteinOk… https://t.co/vXAIdLmgBl",,Fabio Quadrana
Wed Dec 12 19:22:19 +0000 2018,0,False,,[],no,3,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Amparo_Medina: Vamos a transmitir en pocos minutos desde https://t.co/edHHIV1vUF o puedes seguirnos x Facebook @radionariamiami por la…,"Guayaquil, Ecuador",FAMILIAS CON VALORES
Wed Dec 12 19:20:45 +0000 2018,1,False,,"['NoAlAborto', 'AbortoPorViolacion']",no,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",es mejor #NoAlAborto que #AbortoPorViolacion,"GUAYAQUIL,ECUADOR",LUIGI BSC 47
Wed Dec 12 19:17:51 +0000 2018,2,False,,"['NoAlAborto', 'AbortoPorViolacion']",no,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",es mejor #NoAlAborto QUE LA DEMENCIAL #AbortoPorViolacion,,Luis Barrios BSC
Wed Dec 12 19:17:49 +0000 2018,0,False,,"['NoAlAborto', 'SalvemosLasDosVidas']",no,43,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @sergiocatamarca: El 8 de agosto fue claro el mensaje. #NoAlAborto #SalvemosLasDosVidas ahora los gobernantes ponen en práctica un proto…,Ciudad Autónoma de Buenos Aire,losbuenossomosmas💙💙💙💙💙
Wed Dec 12 19:17:49 +0000 2018,0,False,,[],no,89,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @BalleriniVIDA: Los grupos que quieren destruir la familia y legalizar la muerte de los hijos reclamando aborto no cesan, por eso, convo…",,WCL
Wed Dec 12 19:13:49 +0000 2018,0,False,,"['NoalAborto', 'AbortoPorViolacion']",no,4,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @_naiviV_: No defiendo a los violadores, tampoco a los asesinos.
#NoalAborto #AbortoPorViolacion",Guayaquil - Ecuador,Remigio Rivera
Wed Dec 12 19:13:16 +0000 2018,0,False,,"['ViolenciaContraMujeres', 'NoAlProtocoloDeLaMuerte', 'NoAlAborto']",no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ABORTO ES #ViolenciaContraMujeres 

#NoAlProtocoloDeLaMuerte 

#NoAlAborto https://t.co/QRAEkUceNu","Buenos Aires, Argentina",Graciela Paske
Wed Dec 12 19:13:04 +0000 2018,0,False,,[],no,89,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BalleriniVIDA: Los grupos que quieren destruir la familia y legalizar la muerte de los hijos reclamando aborto no cesan, por eso, convo…","Buenos Aires, Argentina",Ale Pertini💙💙
Wed Dec 12 19:12:21 +0000 2018,1,False,,[],no,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@msaluder Basta de represalias contra los que denuncian un crimen y los que tienen que hacer el trabajo sucio que u… https://t.co/PTfLYqgTe9,,Fabio Quadrana
Wed Dec 12 19:12:16 +0000 2018,2,False,,[],no,1,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@msaluder Basta de represalias contra los que denuncian un crimen y los que tienen que hacer el trabajo sucio que u… https://t.co/W9kQxFtjES,,Fabio Quadrana
Wed Dec 12 19:11:32 +0000 2018,1,False,,"['NoAlAborto', 'AbortoPorViolacion']",no,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ES MEJOR #NoAlAborto QUE #AbortoPorViolacion,"Guayaquil, Ecuador",93 años de Pasion
Wed Dec 12 19:06:08 +0000 2018,9,False,,[],no,3,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Vamos a transmitir en pocos minutos desde https://t.co/edHHIV1vUF o puedes seguirnos x Facebook @radionariamiami po… https://t.co/VRZlxICwrs,Quito - Ecuador,Amparo Medina
