created_at,favorite_count,favorited,geo,hashtags,posicion,retweet_count,retweeted,source,text,user_location,user_name
Thu Dec 13 22:34:02 +0000 2018,0,False,,"['abortolegalya', 'quesealey', 'abortolegal', 'metoo']",no,0,False,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Los hashtags #abortolegalya, #quesealey y #abortolegal se destacaron en esa red social. A nivel global, #metoo y… https://t.co/uyDtdbg5WP",,Primicia Virtual
Thu Dec 13 22:33:42 +0000 2018,2,False,,['SeVaCaer'],no,2,False,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Aborto Legal: Aministía denunció casos de violencia por usar pañuelos verdes https://t.co/XoGCogj3mW #SeVaCaer… https://t.co/rynUiY1cZr,,Infonews
Thu Dec 13 22:30:42 +0000 2018,0,False,,['Irlanda'],no,3,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @ljcisneros: #Irlanda Uno de los países europeos donde el catolicismo es mayoría (+85%). Y también donde se ha producido un importante n…,Peru,Aurora 🇵🇪🇪🇸
Thu Dec 13 22:30:07 +0000 2018,0,False,,[],no,0,False,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Conocer las 3 causales que por ley en Colombia permiten la interrupción voluntaria del embarazo. Violación o incest… https://t.co/geGDi28P13,"Medelín, Colombia",Unimedicos
Thu Dec 13 22:26:33 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK",West,Sofi
Thu Dec 13 22:25:40 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK","Merlo, Argentina",Martinez
Thu Dec 13 22:25:33 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,"Santiago del Estero, Argentina",Mariana
Thu Dec 13 22:23:23 +0000 2018,0,False,,[],no,2,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @andytweety: @YORYUS23 Pocos lo bancan. Es una forma de matar dos pájaros de un tiro: 1. Ir contra Darthes porq c Calu no salió bien, (e…","Mercedes, Argentina",Sra.de Campagnoli🐾💙
Thu Dec 13 22:20:28 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK",Mataderos,☇
Thu Dec 13 22:18:14 +0000 2018,0,False,,"['feminismo', 'machismo', 'provida', 'abortolegal']",no,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",La pendejada otra vez de “no le creo por ser abortera” #feminismo #machismo #provida #abortolegal https://t.co/IlT9NILq4L,,Una mamá ✨
Thu Dec 13 22:17:11 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,,@JoseAballay
Thu Dec 13 22:14:55 +0000 2018,0,False,,[],no,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aaay Daiana, si un día te violan, este grupo de aborteras feministas son las que darán la cara por ti, las que te v… https://t.co/7l8Uf13zbY",,Una mamá ✨
Thu Dec 13 22:10:26 +0000 2018,0,False,,"['provida', 'miracomonosponemos']",no,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Por qué meten el tema del aborto? Por qué están tan obsesionados con los fetos? 
#provida #miracomonosponemos… https://t.co/pFnEXThcIT",,Una mamá ✨
Thu Dec 13 22:09:56 +0000 2018,0,False,,['Irlanda'],no,3,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ljcisneros: #Irlanda Uno de los países europeos donde el catolicismo es mayoría (+85%). Y también donde se ha producido un importante n…,,Rocío RV
Thu Dec 13 22:07:09 +0000 2018,3,False,,['Irlanda'],no,3,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",#Irlanda Uno de los países europeos donde el catolicismo es mayoría (+85%). Y también donde se ha producido un impo… https://t.co/vBArHotT5M,,luis jaime cisneros
Thu Dec 13 22:01:55 +0000 2018,0,False,,[],no,4,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @Flor_Moragas: Hoy estuve en @C5N Estamos agrandando las fisuras del patriarcado, más temprano q tarde lo vamos a tirar, pq estamos junt…",,Lucila Szwarc
Thu Dec 13 21:33:17 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK","Puglia, Italia","ʟᴀʟɪ, ʟᴀ #1 🌹"
Thu Dec 13 21:28:44 +0000 2018,0,False,,"['AbortoLegal', 'NiUnaMenos']",no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Y que siguió con los debates por el #AbortoLegal y las votaciones y todas las plazas y marchas y el #NiUnaMenos y e… https://t.co/lDqqqss9lj,,Morrón 💚
Thu Dec 13 21:26:56 +0000 2018,3,False,,"['abortelegalya', 'quesealey']",no,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","👉🏻En la Argentina los temas más comentados fueron #abortelegalya (213 mil menciones), #quesealey (115 mil) y… https://t.co/dAFoSaaON4",Ciudad Autónoma de Buenos Aire,Agus Monti 💚
Thu Dec 13 21:24:41 +0000 2018,0,False,,[],no,1,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CarrlReyes: Entro a cualquiera de mis redes sociales y cuando veo a tantas mujeres que pudieron hablar, soltar todo ese cargo gigante y…","Monte Hermoso, Argentina",Camiღ
Thu Dec 13 21:19:40 +0000 2018,0,False,,"['abortolegalya', 'abortolegal', 'argentina', 'miracomonosponemos', 'juandarthes', 'feminismo']",no,0,False,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Juan Darthes
.
#abortolegalya #abortolegal #argentina #miracomonosponemos #juandarthes #feminismo en Ciudad Autónom… https://t.co/XwgSV5CbF6",,CMM
Thu Dec 13 21:09:29 +0000 2018,0,False,,[],no,2,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AbrilRodrigue01: Voy a vestirme cómo quiera con jeans o con pollera y voy a luchar por el aborto legal,para que mis sororas no mueran m…","Buenos Aires,Argentina ",Maira.
Thu Dec 13 21:08:54 +0000 2018,0,False,,[],no,2,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AbrilRodrigue01: Voy a vestirme cómo quiera con jeans o con pollera y voy a luchar por el aborto legal,para que mis sororas no mueran m…",,Eve
Thu Dec 13 21:05:32 +0000 2018,1,False,,[],no,2,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Voy a vestirme cómo quiera con jeans o con pollera y voy a luchar por el aborto legal,para que mis sororas no muera… https://t.co/BTlJvOj6MX","Monte Grande, Argentina",Abruu💚
Thu Dec 13 21:04:55 +0000 2018,0,False,,[],no,1,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @PabloMIturrieta: Ya que estamos con lo de ""NO es NO"", hagamos la prueba y veamos si lo practican, o son palabras vacías. El Congreso di…",,Emiliano veloso
Thu Dec 13 21:03:56 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,"Tucumán, Argentina",Javier Battig
Thu Dec 13 21:01:51 +0000 2018,0,False,,[],no,0,False,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Lo queremos LEGAL, SEGURO Y GRATUITO. Pedí la tuya! Precios populares ($230) y envíos a todo el país!… https://t.co/T9RmfJCbSY","Buenos Aires, Argentina",Remeras con Memoria
Thu Dec 13 21:00:01 +0000 2018,0,False,,"['HablemosDeAborto', 'AbortoLegal']",no,1,False,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",#HablemosDeAborto | El reclamo por el #AbortoLegal tiñó de verde a la fiesta del cine en México. Ocurrió en plena f… https://t.co/44KoVjzqm9,"Caracas, Venezuela",EnTintaVioleta
Thu Dec 13 20:58:10 +0000 2018,0,False,,[],no,52,False,"<a href=""https://github.com/mariotaku/twidere/"" rel=""nofollow"">Twidere for Android #7</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,México,Gustavo Román
Thu Dec 13 20:54:18 +0000 2018,2,False,,[],no,1,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ya que estamos con lo de ""NO es NO"", hagamos la prueba y veamos si lo practican, o son palabras vacías. El Congreso… https://t.co/vmpQt3jMd2",,Pablo Munoz Iturrieta
Thu Dec 13 20:52:37 +0000 2018,0,False,,"['AbortoLegal', 'México']",no,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PAN alista iniciativa para prohibir el aborto a nivel nacional
https://t.co/zHv3PGXVVl

#AbortoLegal 
#México",,#(QyQ)
Thu Dec 13 20:35:40 +0000 2018,2,False,,[],no,1,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Entro a cualquiera de mis redes sociales y cuando veo a tantas mujeres que pudieron hablar, soltar todo ese cargo g… https://t.co/bWYBucZUF5",Monte Hermoso,Carlita
Thu Dec 13 20:30:12 +0000 2018,0,False,,['AbortoLegal'],no,13,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @PieArgentina: Los q defienden el #AbortoLegal son peor q nazi. Eligieron al grupo mas indefenso y pretenden su exterminio. El caso de l…,"Córdoba, Argentina",PilyPuy💙💙
Thu Dec 13 20:29:53 +0000 2018,0,False,,"['EstadoLaico', 'DerechosHumanos', 'AbortoLegal']",no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","La maternidad NO ES UNA OBLIGACIÓN
 #EstadoLaico #DerechosHumanos #AbortoLegal https://t.co/KsBz5gWKY6",Pueblo Quieto,* ੈ✩‧₊˚
Thu Dec 13 20:28:54 +0000 2018,0,False,,['abortolegal'],no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@car2876 Viste? Igual q vos pienso! Le quitan fuerza al contar una violaciòn. Mezclando #abortolegal y yo estudio… https://t.co/Ev808X1Q16,,SAABRI💜🌸🌺
Thu Dec 13 20:28:02 +0000 2018,3,False,,['AbortoLegal'],no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Veo que todavía no quedó claro. Por las dudas refresco memorias: NO ES ABORTO SÍ ABORTO NO, ES LEGAL O CLANDESTINO. #AbortoLegal",,Ro
Thu Dec 13 20:26:10 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,"Rafaela, Argentina",juan silva
Thu Dec 13 20:23:25 +0000 2018,0,False,,[],no,10,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @IsabelCabMan: Ya estamos en el Congreso. No a la inconstitucional modificación de los art. 2 y 4 que atenta vs. los derechos e integrid…,Pueblo Quieto,* ੈ✩‧₊˚
Thu Dec 13 20:20:54 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,Argentina,💙 SalvemosALos2 💙
Thu Dec 13 20:20:16 +0000 2018,0,False,,['AbortoLegal'],no,117,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @LeandroFlocco: Ayer hubo marcha en Olivos pidiendo #AbortoLegal.
Saquen sus conclusiones sobre el rol de los medios de comunicación par…","Buenos Aires, Argentina",Jose Luis anti K
Thu Dec 13 20:13:26 +0000 2018,0,False,,[],no,10,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @IsabelCabMan: Ya estamos en el Congreso. No a la inconstitucional modificación de los art. 2 y 4 que atenta vs. los derechos e integrid…,Brussels,Pao D.
Thu Dec 13 20:04:32 +0000 2018,0,False,,[],no,52,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,,Marcarol
Thu Dec 13 20:04:22 +0000 2018,0,False,,"['NiUnaMEnos', 'AbortoLegal', 'AbusoSexual']",no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@AngeldebritoOk @darthesjuan1 #NiUnaMEnos,  #AbortoLegal y #AbusoSexual ...donde termina todo esto, en lo q dije an… https://t.co/T6mpxhbfAD",,marilin estela
Thu Dec 13 20:02:53 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,,∆N∆ V 💙❤️
Thu Dec 13 19:52:27 +0000 2018,0,False,,[],no,10,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @IsabelCabMan: Ya estamos en el Congreso. No a la inconstitucional modificación de los art. 2 y 4 que atenta vs. los derechos e integrid…,,estigmático 🎈
Thu Dec 13 19:45:25 +0000 2018,0,False,,[],no,1,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Samantharamosv: Me da risa que digan que al legalizar el aborto todo mundo va a empezar a abortar como si fuera un método anticonceptiv…,,Edna Moda
Thu Dec 13 19:31:39 +0000 2018,0,False,,['AbortoLegal'],no,13,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @PieArgentina: Los q defienden el #AbortoLegal son peor q nazi. Eligieron al grupo mas indefenso y pretenden su exterminio. El caso de l…,,Terola Merula
Thu Dec 13 19:28:49 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK",,Mica 🚀
Thu Dec 13 19:26:40 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,,hotstonestuff
Thu Dec 13 19:22:25 +0000 2018,0,False,,[],no,12,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @baruchdom: 130 kilómetros separan Puebla de CDMX. Allá, mujeres que quieren abortar ponen en riego su vida o su salud y pagan hasta $15…",,Victoria Mier
Thu Dec 13 19:20:01 +0000 2018,0,False,,['AbortoLegal'],no,13,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @PieArgentina: Los q defienden el #AbortoLegal son peor q nazi. Eligieron al grupo mas indefenso y pretenden su exterminio. El caso de l…,"Buenos Aires, Argentina",Ale Pertini💙💙
Thu Dec 13 19:16:22 +0000 2018,0,False,,"['Aborto', 'AbortoLegal']",no,15,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @moushes: Las tasas de #Aborto han disminuido de forma significativa en países con #AbortoLegal que han introducido la obligación de mos…,Centro del Mundo,Yo
Thu Dec 13 19:08:46 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK","Santa Fe, Argentina",Luciano
Thu Dec 13 19:07:27 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,,Bruna Villoslada
Thu Dec 13 19:04:47 +0000 2018,1,False,,"['AbortoLegal', 'Feminista', 'MiraComoNosPonemos']",no,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Senadores perchas que votaron contra #AbortoLegal se cuelgan ahora a la lucha #Feminista. #MiraComoNosPonemos https://t.co/U47a7fJGAB,Rosario - Argentina,JorgeFariasLasReinas
Thu Dec 13 19:04:05 +0000 2018,0,False,,[],no,4309,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @GillianA: Adios Buenos Aires! Thank you thank you to everyone I met over the last couple days @ArgenComicCon for welcoming me so loving…,,merry mrs cat mama🎆
Thu Dec 13 19:01:59 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,"Ciudad Autónoma de Buenos Aires, Argentina",Lupe Batallán
Thu Dec 13 19:00:57 +0000 2018,0,False,,['Honduras'],no,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","""La Constitución de #Honduras, que data de 1982, no reconoce los derechos sexuales y reproductivos de los hondureño… https://t.co/TvjRy4yBVv","Chapel Hill, NC",IpasLatinAmerica
Thu Dec 13 18:57:08 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,Argentina,Santiago
Thu Dec 13 18:56:50 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,"Tucumán, Argentina",Julia María Susana Lopez de Zavalia
Thu Dec 13 18:52:06 +0000 2018,0,False,,[],no,8,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Aborto_LegalCol: Queremos seguir creciendo como campaña y vamos a iniciar nuestra vinculación con Cali, por lo que si deseas colaborar…","Bonita Springs, FL",Simultáneo
Thu Dec 13 18:51:34 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,"Córdoba, Argentina",PilyPuy💙💙
Thu Dec 13 18:50:00 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,,Mane Perea Muñoz 💙 🌊🐍
Thu Dec 13 18:47:50 +0000 2018,0,False,,['AbortoLegal'],no,2,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @VazquezVicky: Hoy fui al Vaticano #AbortoLegal https://t.co/qpFsfljF7U,México 🇲🇽 - Argentina 🇦🇷,💚 María Candela 💚
Thu Dec 13 18:47:39 +0000 2018,0,False,,[],no,8,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @Aborto_LegalCol: Queremos seguir creciendo como campaña y vamos a iniciar nuestra vinculación con Cali, por lo que si deseas colaborar…",Ooo,Glib
